Mon Nov 09 13:59:12.172168 2020;10.81.162.115;PHP Warning:  Use of undefined constant result - assumed 'result' (this will throw an Error in a future version of PHP) in /people/home/jwhiteley/public_html/searchResultPage.php on line 24, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/itemPage.php?r=6
Mon Nov 09 13:59:13.042846 2020;10.81.162.115;PHP Warning:  Use of undefined constant result - assumed 'result' (this will throw an Error in a future version of PHP) in /people/home/jwhiteley/public_html/itemPage.php on line 25, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Mon Nov 09 13:59:14.092658 2020;10.81.162.115;PHP Warning:  Use of undefined constant result - assumed 'result' (this will throw an Error in a future version of PHP) in /people/home/jwhiteley/public_html/searchResultPage.php on line 24, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/itemPage.php?r=7
Mon Nov 09 15:06:07.016890 2020;10.81.162.115;PHP Warning:  Use of undefined constant result - assumed 'result' (this will throw an Error in a future version of PHP) in /people/home/jwhiteley/public_html/searchResultPage.php on line 24, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 20:09:00.403214 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/landingPage.php
Mon Nov 09 20:09:03.246626 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 20:09:09.720323 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=2
Mon Nov 09 20:09:09.733707 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=2
Mon Nov 09 20:09:15.959515 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/itemPage.php?r=7
Mon Nov 09 20:09:18.688452 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Mon Nov 09 20:10:48.731647 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Mon Nov 09 20:10:48.771063 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Mon Nov 09 20:11:24.564259 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Mon Nov 09 20:11:24.571514 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Mon Nov 09 20:11:26.222525 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Mon Nov 09 20:11:27.042194 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 20:11:27.055562 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 20:11:28.230457 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Mon Nov 09 20:11:30.392456 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 23:08:25.099733 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Mon Nov 09 23:08:28.282940 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Mon Nov 09 23:08:29.456701 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=0
Mon Nov 09 23:08:30.237664 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=1
Mon Nov 09 23:08:31.691779 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=2
Mon Nov 09 23:08:36.541523 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=1
Mon Nov 09 23:08:43.978989 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Mon Nov 09 23:08:57.046499 2020;10.81.162.161;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:32:11.219520 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Thu Nov 12 00:32:17.469149 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:32:22.682807 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:32:27.894639 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:33:09.629051 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:33:11.809736 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:33:16.226159 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:34:28.070617 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:34:30.076684 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:34:31.178552 2020;10.222.131.139;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:55:33.653278 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:55:39.887150 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:56:16.718356 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:56:53.060518 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:57:05.390174 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:57:09.656109 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:57:33.783930 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=1
Thu Nov 12 00:57:33.801781 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=1
Thu Nov 12 00:57:36.314093 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Thu Nov 12 00:57:42.560191 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:57:42.567989 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:57:45.215952 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Thu Nov 12 00:57:46.205907 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:57:54.638773 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Thu Nov 12 00:58:37.744781 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 00:58:46.037978 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 00:58:47.367981 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Thu Nov 12 01:20:21.541080 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Thu Nov 12 01:20:21.557901 2020;10.222.131.208;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 10:50:46.924351 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Fri Nov 13 10:50:46.941507 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Fri Nov 13 10:51:22.717659 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Fri Nov 13 10:51:25.729890 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Fri Nov 13 11:22:51.072484 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/landingPage.php
Fri Nov 13 11:23:00.803195 2020;10.81.161.187;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 11:28:54.701787 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Fri Nov 13 11:28:54.723153 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Fri Nov 13 11:29:00.064285 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:00.079605 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:01.404789 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:09.671903 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:11.391036 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:14.571673 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:29:16.017823 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/maintenancePage.php
Fri Nov 13 11:31:52.457651 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/inputPages/physicists.php
Fri Nov 13 11:31:52.480888 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/feedbackPage.php on line 11, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/inputPages/physicists.php
Fri Nov 13 11:34:11.393681 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/landingPage.php
Fri Nov 13 11:34:16.349033 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 11:34:19.818045 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php?active=1
Fri Nov 13 11:34:21.102037 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/Login.php
Fri Nov 13 11:34:23.443989 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 11:34:40.414184 2020;10.81.130.36;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/imprint.php
Fri Nov 13 13:17:09.351420 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Fri Nov 13 13:17:09.351458 2020;10.222.131.65;PHP Notice:  Undefined index: input in /people/home/jwhiteley/public_html/searchResultPage.php on line 19, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Fri Nov 13 13:17:09.351468 2020;10.222.131.65;PHP Notice:  Undefined index: query in /people/home/jwhiteley/public_html/searchResultPage.php on line 20, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/
Fri Nov 13 13:17:12.670021 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Fri Nov 13 13:17:59.759892 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 13:17:59.779143 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
Fri Nov 13 13:18:04.276434 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/searchResultPage.php
Fri Nov 13 13:18:23.827648 2020;10.222.131.65;PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/jwhiteley/public_html/header.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/~jwhiteley/mainPage.php
